"reach","urbanized","restored","water","observation_date","observer_intitials","transect","location","time_start","time_end","common_name","scientific_name","quantity","surveys_notes","surveys_observation_notes"
"Rio","Urban","Restored","Perennial",2015-06-26,"MJB,RKB","midstream","center","09:38:00","09:51:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","upstream","north","08:07:00","08:27:00",NA,NA,NA,"UTST within 5m of plot. Lots of bunch grasses grew",NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","upstream","center","08:29:00","08:48:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","midstream","south","09:00:00","09:16:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","midstream","center","09:19:00","09:44:00","Unidentified Lizard",NA,1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","midstream","north","09:48:00","10:11:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","downstream","north","10:18:00","10:42:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","downstream","north","10:18:00","10:42:00","Unidentified Lizard",NA,1,NA,"possible UTST"
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","downstream","center","10:45:00","11:01:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","downstream","south","11:03:00","11:21:00",NA,NA,NA,NA,NA
"Priest","Urban","NotRestored","Perennial",2015-09-23,"MJB,RKB","upstream","south","11:41:00","11:59:00",NA,NA,NA,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","upstream","south","07:18:00","07:42:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","upstream","south","07:18:00","07:42:00","Unidentified Lizard",NA,1,NA,"possible UTST"
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","midstream","south","07:50:00","08:17:00","American Bullfrog","Lithobates catesbeiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","midstream","south","07:50:00","08:17:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","south","08:22:00","08:44:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","south","08:22:00","08:44:00","Unidentified Lizard",NA,1,NA,"UTST or UROR"
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","south","08:22:00","08:44:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","center","08:48:00","09:12:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","center","08:48:00","09:12:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","midstream","center","09:34:00","09:56:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","midstream","center","09:34:00","09:56:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","midstream","north","10:01:00","10:22:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","downstream","north","10:31:00","10:46:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","upstream","north","11:02:00","11:19:00","Unidentified Lizard",NA,1,NA,"probable UTST"
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","upstream","north","11:02:00","11:19:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"possibly 3"
"Rio","Urban","Restored","Perennial",2015-09-24,"MJB,RKB","upstream","center","11:22:00","11:43:00","Ornate Tree Lizard","Urosaurus ornata",3,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","upstream","south","07:18:00","07:51:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,"possibly 4"
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","upstream","center","07:56:00","08:09:00","Unidentified Lizard",NA,1,NA,"small UTST or CADR"
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","upstream","north","08:11:00","08:22:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","midstream","south","08:31:00","08:50:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","downstream","south","08:58:00","09:04:00",NA,NA,NA,"New trash in plot. Surveyed a little fast due to 2 jeep driving nearby. CADR x1 within 10m of north end of plot.",NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","downstream","center","09:07:00","09:30:00",NA,NA,NA,"Lots of new trash at South end of plot, hard to search through it. Finished up searching plot quickly due to pickup truck driving by.",NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","downstream","north","09:35:00","09:46:00","Unidentified Lizard",NA,1,NA,"small UTST or CADR"
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","midstream","center","09:56:00","10:14:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2015-09-26,"MJB,RKB","midstream","north","10:22:00","10:44:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","upstream","south","07:28:00","07:45:00",NA,NA,NA,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","midstream","south","07:49:00","08:09:00","Ornate Tree Lizard","Urosaurus ornata",2,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","downstream","south","08:17:00","08:37:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","downstream","south","08:17:00","08:37:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","downstream","north","08:53:00","09:11:00","Zebra-tailed Lizard","Callisaurus draconoides",2,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","midstream","north","09:19:00","09:37:00","Unidentified Lizard",NA,1,NA,"most likely UTST"
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","upstream","north","09:42:00","10:10:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","upstream","north","09:42:00","10:10:00","Desert Spiny Lizard","Sceloporus magister",1,NA,"Very unusual pattern: 2 longitudinal paired blocthes on the back, no other black blotches. Seems to have full black collar"
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","upstream","center","10:28:00","10:49:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","upstream","center","10:28:00","10:49:00","Unidentified Lizard",NA,1,NA,"probably ASTI"
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","midstream","center","10:59:00","11:12:00",NA,NA,NA,"very overgrown",NA
"BM","Urban","Restored","Perennial",2015-09-28,"MJB,RKB","downstream","center","11:44:00","12:06:00",NA,NA,NA,"VERY hard to survey because vegetation has grew a lot",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","midstream","south","07:34:00","07:55:00",NA,NA,NA,"2x scorpion",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","midstream","center","08:02:00","08:19:00",NA,NA,NA,"1x scorpion",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","upstream","south","08:30:00","08:53:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","upstream","center","08:58:00","09:16:00",NA,NA,NA,"1x UTST within 5m of north end of plot. Also 1x UTST within 5m of south end of plot",NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","upstream","north","09:17:00","09:38:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","upstream","north","09:17:00","09:38:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","midstream","north","09:54:00","10:06:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","downstream","north","10:14:00","10:32:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","downstream","center","10:33:00","11:00:00","Desert Spiny Lizard","Sceloporus magister",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","downstream","south","11:01:00","11:23:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2015-09-29,"MJB,RKB","downstream","south","11:01:00","11:23:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","downstream","north","08:16:00","08:35:00","Common Kingsnake","Lampropeltis getula",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","downstream","north","08:16:00","08:35:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","downstream","center","08:37:00","08:50:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","downstream","south","08:52:00","09:02:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","midstream","south","09:09:00","09:23:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","midstream","center","09:26:00","09:33:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","midstream","north","09:38:00","09:52:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","upstream","north","09:58:00","10:16:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","upstream","center","10:18:00","10:32:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2015-10-02,"MJB,RKB","upstream","south","10:35:00","10:52:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","upstream","south","08:18:00","08:39:00","Common Side-blotched Lizard","Uta stansburiana",3,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","midstream","south","08:49:00","09:05:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","downstream","south","09:11:00","09:27:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","downstream","center","09:31:00","09:49:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","downstream","north","09:50:00","10:07:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","midstream","center","10:12:00","10:29:00","Common Side-blotched Lizard","Uta stansburiana",2,"Channel to North of plot has just little bit of water in it and mud",NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","midstream","north","10:34:00","10:53:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","upstream","north","11:07:00","11:26:00",NA,NA,NA,"VERY hard to survey due to lots of downed trees and lots of vegetation",NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","upstream","center","11:40:00","11:54:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Price","Urban","NotRestored","Perennial",2015-10-03,"MJB,RKB","upstream","center","11:40:00","11:54:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","upstream","north","08:21:00","08:35:00","Western Banded Gecko","Coleonyx variegatus",1,NA,"hidden in blanket"
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","upstream","center","08:40:00","08:52:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","upstream","south","08:54:00","09:09:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","midstream","south","09:14:00","09:27:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","downstream","south","09:31:00","09:48:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","downstream","center","09:50:00","10:03:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","downstream","north","10:04:00","10:16:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","midstream","center","10:21:00","10:33:00",NA,NA,NA,NA,NA
"Price","Urban","NotRestored","Perennial",2016-05-09,"MJB,RKB","midstream","north","10:42:00","10:55:00",NA,NA,NA,"Water at North end of the plot. Mud throughout West side of the plot.",NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","downstream","north","07:56:00","08:07:00",NA,NA,NA,"Annuals all dried up already",NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","downstream","center","08:12:00","08:28:00",NA,NA,NA,"More than half of plot is covered with mixed dead and alive quail bush.  When setting up this plot (at the end of April), we cut 2 small paths (1 for each observer) through the very dense quail bush to allow observers to walk through the plot and survey.",NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","midstream","center","08:41:00","08:53:00",NA,NA,NA,"Vegetation in plot grew a lot and lots of globe camomille present",NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","upstream","center","09:00:00","09:15:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","upstream","north","09:19:00","09:34:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","midstream","north","09:41:00","09:54:00",NA,NA,NA,"Quail bush on plot grew a lot",NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","upstream","south","10:16:00","10:32:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","midstream","south","10:39:00","10:56:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"BM","Urban","Restored","Perennial",2016-05-10,"MJB,RKB","downstream","south","10:58:00","11:13:00","Tiger Whiptail ","Aspidoscelis tigris",2,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","downstream","south","07:37:00","07:52:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","downstream","center","07:54:00","08:10:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","downstream","north","08:12:00","08:27:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","midstream","north","08:41:00","08:55:00","Tiger Whiptail ","Aspidoscelis tigris",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","midstream","north","08:41:00","08:55:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","upstream","north","09:01:00","09:17:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","upstream","center","09:19:00","09:32:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","upstream","south","09:33:00","09:47:00",NA,NA,NA,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","midstream","center","09:56:00","10:19:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Tonto","NonUrban","NotRestored","Perennial",2016-05-11,"MJB,RKB","midstream","south","10:27:00","10:43:00","Ornate Tree Lizard","Urosaurus ornata",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","upstream","north","07:17:00","07:37:00","Unidentified Lizard",NA,1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","upstream","center","07:39:00","07:55:00","Zebra-tailed Lizard","Callisaurus draconoides",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","upstream","center","07:39:00","07:55:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","upstream","south","07:57:00","08:06:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","midstream","south","08:11:00","08:31:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","midstream","center","08:34:00","08:42:00",NA,NA,NA,"Used to be plot UP_C",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","midstream","north","08:44:00","08:55:00",NA,NA,NA,"Used to be plot UP_N",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","downstream","north","09:08:00","09:23:00","Common Side-blotched Lizard","Uta stansburiana",2,NA,"very small"
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","downstream","center","09:32:00","09:45:00",NA,NA,NA,"Used to be plot MID_C",NA
"Ave67","Urban","NotRestored","Ephemeral",2016-05-12,"MJB,RKB","downstream","south","09:49:00","10:01:00",NA,NA,NA,"New plot: old plot MID_S was moved to the North and became new plot DWN_S",NA
"Ave35","Urban","NotRestored","Ephemeral",2016-05-16,"MJB,RKB","upstream","north","07:30:00","07:43:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-05-16,"MJB,RKB","upstream","center","07:46:00","07:58:00",NA,NA,NA,"no cattails at all remaining at N end of plot",NA
"Ave35","Urban","NotRestored","Ephemeral",2016-05-16,"MJB,RKB","upstream","south","08:00:00","08:14:00",NA,NA,NA,NA,NA
"Ave35","Urban","NotRestored","Ephemeral",2016-05-16,"MJB,RKB","midstream","south","08:23:00","08:36:00","Common Side-blotched Lizard","Uta stansburiana",1,NA,NA
